|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
| 238 |True   |  342  |9.750242e-06|1.428065e-05|6.567166e-10|6.026987e-05|
| 239 |True   |  330  |9.185317e-06|2.536627e-05|6.790691e-10|8.553626e-05|
| 236 |True   |  371  |9.173708e-06|1.167373e-05|3.482820e-13|4.542228e-08|
| 240 |True   |  304  |9.425208e-06|6.767894e-05|3.177747e-10|3.187585e-05|
| 242 |True   |  340  |9.158073e-06|1.664281e-05|8.488249e-10|1.070086e-04|
| 244 |True   |  297  |9.756719e-06|1.232385e-04|4.503492e-10|5.817258e-05|
| 241 |True   |  395  |9.881579e-06|1.238105e-05|7.212988e-10|7.619546e-05|
| 246 |True   |  274  |9.166143e-06|5.892729e-05|5.474330e-10|5.008864e-05|
| 245 |True   |  348  |9.240239e-06|1.213261e-05|3.290130e-13|4.243965e-08|
| 243 |True   |  371  |9.429019e-06|1.192904e-05|3.665870e-13|4.723773e-08|
| 248 |True   |  314  |9.739521e-06|2.818474e-05|1.653461e-10|3.175003e-05|
| 247 |True   |  340  |9.262804e-06|1.664281e-05|8.901480e-10|1.236921e-04|
| 249 |True   |  348  |9.164557e-06|1.348067e-05|9.735025e-10|1.313059e-04|
| 250 |True   |  341  |8.995898e-06|1.486135e-05|6.003308e-10|5.438413e-05|
| 252 |True   |  371  |9.653898e-06|1.442624e-05|6.030413e-10|6.373340e-05|
| 251 |True   |  379  |9.573517e-06|1.207301e-05|6.831385e-10|7.428682e-05|
| 253 |True   |  361  |9.894559e-06|1.239404e-05|7.229323e-10|7.627933e-05|
| 256 |True   |  282  |9.541721e-06|1.282373e-05|6.151970e-11|1.137319e-08|
| 254 |True   |  341  |9.836199e-06|1.554615e-05|5.953478e-10|6.136206e-05|
| 257 |True   |  332  |9.728827e-06|1.664281e-05|3.843082e-10|5.248157e-05|
| 255 |True   |  369  |9.385402e-06|1.188542e-05|3.606123e-13|4.595775e-08|
| 258 |True   |  360  |9.283320e-06|1.450618e-05|5.495537e-10|6.009465e-05|
| 260 |True   |  303  |9.557750e-06|1.266010e-05|7.826410e-10|1.001381e-08|
| 259 |True   |  392  |9.252228e-06|1.175176e-05|6.436637e-10|7.227493e-05|
| 261 |True   |  344  |9.698781e-06|1.324394e-05|7.088212e-10|7.216728e-05|
| 263 |True   |  314  |9.648999e-06|4.773111e-05|4.723111e-10|6.556427e-05|
| 264 |True   |  340  |9.489790e-06|1.664281e-05|9.049047e-10|1.118989e-04|
| 262 |True   |  349  |9.800752e-06|1.230033e-05|7.112441e-10|7.569098e-05|
| 265 |True   |  400  |9.381806e-06|1.188131e-05|6.595403e-10|7.308845e-05|
| 268 |True   |  294  |9.137217e-06|1.497853e-05|2.272119e-10|4.756686e-08|
| 267 |True   |  334  |9.906912e-06|1.849201e-05|9.087880e-10|1.245602e-04|
| 266 |True   |  384  |9.384086e-06|1.188359e-05|6.598096e-10|7.310174e-05|
| 269 |True   |  335  |9.362665e-06|2.054668e-05|7.789878e-10|9.749954e-05|
| 272 |True   |  245  |9.404653e-06|3.650914e-05|7.162751e-10|1.154192e-07|
| 270 |True   |  341  |9.763824e-06|1.664281e-05|9.163668e-10|1.086850e-04|
| 271 |True   |  330  |9.605730e-06|2.536627e-05|7.450572e-10|1.013788e-04|
| 273 |True   |  332  |9.440292e-06|1.664281e-05|3.849787e-10|4.349247e-05|
| 274 |True   |  362  |9.773269e-06|1.511641e-05|6.587317e-10|7.274801e-05|
| 277 |True   |  290  |9.791694e-06|1.319502e-05|3.209470e-10|6.268420e-08|
| 275 |True   |  335  |9.313003e-06|2.054668e-05|7.862115e-10|1.064566e-04|
| 276 |True   |  335  |9.954247e-06|1.849201e-05|9.154024e-10|1.084327e-04|
| 278 |True   |  330  |9.727006e-06|1.259483e-05|6.840786e-10|7.303703e-05|
| 280 |True   |  313  |9.922638e-06|2.536627e-05|1.163443e-10|3.173596e-05|
| 279 |True   |  381  |9.641522e-06|1.214100e-05|6.915364e-10|7.471009e-05|
| 282 |True   |  334  |9.369171e-06|1.186870e-05|6.579488e-10|7.300568e-05|
| 284 |True   |  350  |9.287592e-06|1.178763e-05|3.492552e-13|4.382702e-08|
| 283 |True   |  350  |9.969376e-06|1.246961e-05|3.896653e-13|4.572577e-08|
| 281 |True   |  380  |9.798686e-06|1.229816e-05|7.135535e-10|7.693053e-05|
| 286 |True   |  335  |9.073780e-06|2.054668e-05|7.541455e-10|1.041838e-04|
| 287 |True   |  316  |9.561042e-06|1.371202e-05|1.255704e-10|1.684162e-05|
| 288 |True   |  376  |9.770786e-06|1.227031e-05|7.075081e-10|7.550937e-05|
| 290 |True   |  360  |9.272361e-06|1.177191e-05|6.460655e-10|7.239567e-05|
| 289 |True   |  364  |9.862054e-06|1.350004e-05|6.671608e-10|6.982123e-05|
| 285 |True   |  648  |9.731439e-06|1.223094e-05|7.026435e-10|7.526712e-05|
| 292 |True   |  348  |9.109295e-06|1.213261e-05|3.201307e-13|4.470056e-08|
| 291 |True   |  330  |9.613720e-06|1.826384e-05|5.092174e-10|5.261480e-05|
| 293 |True   |  337  |9.267409e-06|1.734416e-05|4.862776e-10|5.230711e-05|
| 295 |True   |  337  |9.561896e-06|1.669419e-05|5.326959e-10|5.584261e-05|
| 296 |True   |  344  |9.823560e-06|1.406134e-05|6.296230e-10|5.638552e-05|
| 297 |True   |  351  |9.665327e-06|2.025714e-05|4.848920e-10|4.933528e-05|
| 294 |True   |  369  |9.955088e-06|1.245459e-05|7.305121e-10|7.665429e-05|
| 298 |True   |  310  |9.509315e-06|2.116902e-05|7.446441e-12|2.245002e-07|
| 299 |True   |  350  |9.902560e-06|1.240267e-05|4.220541e-13|5.838564e-08|
| 300 |True   |  335  |9.550820e-06|1.355440e-05|3.750484e-10|5.098688e-05|
| 301 |True   |  373  |9.266102e-06|1.176563e-05|6.447771e-10|7.229083e-05|
| 305 |True   |  358  |9.591364e-06|1.209142e-05|3.807920e-13|4.926811e-08|
| 302 |True   |  338  |9.932127e-06|1.849201e-05|9.080928e-10|1.062015e-04|
| 303 |True   |  329  |9.194575e-06|1.497853e-05|2.236704e-10|4.961835e-05|
